carat,cut,color,clarity,depth,table,price,x,y,z
0.95,Fair,,SI2,,60.0,2815.0,6.62,6.53,3.68
0.89,,H,,60.2,59.0,,,6.23,
0.72,Premium,E,,58.3,,,5.99,5.92,
,Fair,E,,53.1,63.0,2815.0,6.73,,
1.02,,G,,60.3,58.0,,6.55,6.5,3.94
0.78,,I,,61.4,56.0,,,5.95,3.64
,Ideal,,,60.1,57.0,2816.0,5.52,5.54,3.32
,,D,VS1,63.4,55.0,2816.0,5.61,,
0.78,Premium,,SI1,61.5,59.0,2816.0,5.96,5.88,3.64
,Ideal,H,SI2,62.7,56.0,2816.0,,6.13,3.85
0.83,Ideal,,,,,2816.0,6.04,,3.76
0.71,Premium,E,,61.3,,,,5.73,3.53
0.71,Ideal,I,VVS2,60.2,,2817.0,5.84,5.89,3.53
,,,VS2,,57.0,2817.0,5.66,5.64,3.54
,Premium,E,,,58.0,2817.0,5.69,,
,Ideal,,VVS2,,56.0,2817.0,5.48,5.52,3.38
,Premium,E,SI1,59.2,,2817.0,5.86,5.83,3.46
0.71,Premium,E,SI1,61.8,59.0,2817.0,,5.7,3.54
0.71,Ideal,E,SI1,,55.0,2817.0,5.77,5.72,3.52
0.71,Premium,E,SI1,,,2817.0,5.77,5.73,3.53
0.9,Ideal,,VS2,62.8,55.0,,6.2,,
0.71,Good,E,,62.8,64.0,2817.0,5.6,5.54,3.5
,,,VS2,,61.0,2818.0,,,3.52
0.7,Premium,E,,59.3,60.0,2818.0,5.78,,
0.7,Premium,E,VS2,63.0,,2818.0,,5.6,3.54
1.0,Premium,H,I1,61.3,,2818.0,6.43,6.39,3.93
0.86,Premium,F,SI2,59.3,62.0,2818.0,6.36,,3.73
0.8,,,SI1,61.0,,,,6.0,
,Ideal,,VS1,62.9,57.0,2818.0,5.66,5.61,3.54
,Premium,,VS1,59.6,57.0,2818.0,5.91,5.83,3.5
,Premium,F,,,60.0,2818.0,5.69,5.64,3.5
0.7,Premium,E,VS1,,57.0,2818.0,5.68,5.64,3.55
1.0,Fair,,SI2,65.3,62.0,2818.0,6.34,6.12,
0.72,Very Good,G,VS1,,58.0,,5.64,5.68,3.61
0.72,Ideal,H,,62.3,,2819.0,,5.77,3.58
0.7,Good,,,59.7,63.0,2819.0,5.76,5.79,3.45
0.86,Good,F,,,60.0,,5.97,,
0.71,Ideal,G,VS1,62.9,58.0,2820.0,5.66,5.69,3.57
0.75,Ideal,E,SI1,,57.0,2821.0,5.8,,3.59
,Premium,,VS2,,,2821.0,,5.73,3.54
0.53,Ideal,E,VVS1,,,2821.0,5.2,5.21,3.22
0.73,,,SI1,,58.0,2821.0,5.83,5.76,3.55
0.73,Good,E,,63.6,57.0,2821.0,5.72,5.7,3.63
0.73,,,SI1,59.6,61.0,2821.0,5.92,5.85,3.51
0.73,Premium,E,SI1,62.2,59.0,2821.0,,,3.56
0.73,,D,SI1,61.7,55.0,2821.0,5.84,5.82,
0.73,Very Good,,,63.2,58.0,2821.0,5.76,5.7,3.62
0.7,,,VS1,,,,5.74,5.71,3.48
0.72,,E,,60.3,,2822.0,5.84,5.8,3.51
0.72,,,VS2,60.9,60.0,,5.8,5.76,3.52
0.72,,,VS2,62.4,59.0,2822.0,5.77,5.7,3.58
,Premium,E,VS2,60.2,60.0,2822.0,5.73,,3.44
,Ideal,F,,62.0,55.0,2822.0,5.37,5.4,3.34
0.74,Ideal,I,,60.8,57.0,2822.0,5.85,5.89,3.57
0.73,,F,SI1,62.1,55.0,2822.0,5.75,5.78,3.58
0.71,Premium,D,SI1,62.7,60.0,2822.0,,,3.57
0.71,Premium,D,SI1,61.3,58.0,2822.0,5.75,5.73,
,Premium,D,,60.2,60.0,2822.0,5.82,5.75,
0.7,Ideal,D,,,56.0,2822.0,5.75,5.72,3.48
,Good,J,VS2,64.0,61.0,,6.04,6.03,3.86
,Ideal,D,SI1,60.2,56.0,,5.86,5.83,3.52
0.7,,E,VS2,61.5,59.0,2822.0,,5.68,
0.7,Premium,E,,62.6,,2822.0,,5.66,3.56
0.7,,D,SI1,,,2822.0,5.82,5.77,3.46
0.7,Good,E,,61.4,,,5.71,5.66,3.49
0.7,Ideal,D,SI1,,57.0,2822.0,5.62,5.59,3.51
0.7,,D,SI1,61.8,56.0,2822.0,5.73,,3.51
0.7,Premium,,VS2,,62.0,2822.0,5.72,5.68,3.46
0.7,Premium,F,,60.6,58.0,2822.0,5.8,,
,Ideal,D,,,,,5.75,5.71,
0.79,Very Good,,SI2,,,2823.0,,5.9,
0.9,,I,SI1,63.8,57.0,2823.0,6.06,6.13,
0.71,Premium,E,VS2,62.3,58.0,2823.0,5.71,5.66,3.54
,,E,VVS2,61.3,54.0,,,5.59,3.4
0.9,Fair,,SI2,65.8,54.0,2823.0,,5.98,3.96
0.71,Ideal,,SI1,60.5,56.0,,,5.73,3.47
0.71,Premium,D,,,,2824.0,5.74,,3.5
0.77,Ideal,,VVS2,62.1,57.0,2824.0,,5.86,3.63
0.74,Good,,VS1,63.1,58.0,2824.0,,,3.62
0.82,,F,SI2,62.4,,2824.0,6.02,5.97,
0.82,Premium,E,SI2,60.8,60.0,2824.0,6.05,,
0.71,Premium,G,,,59.0,2825.0,,5.66,
,Premium,,SI1,60.0,59.0,2825.0,6.08,6.05,
,Very Good,G,,62.0,57.0,,5.75,,3.58
0.83,Premium,,SI1,62.5,,2825.0,6.02,5.95,3.74
1.17,Premium,J,I1,60.2,,2825.0,6.9,6.83,4.13
0.91,Fair,H,SI2,,,2825.0,,6.19,3.81
0.73,Premium,,VS1,62.6,,2826.0,5.75,5.68,
0.7,Good,E,VS1,57.2,59.0,2826.0,,5.88,3.38
0.9,,I,,62.2,59.0,,6.11,6.07,3.79
,Premium,,VS1,62.2,58.0,2826.0,5.66,5.6,3.5
,Very Good,D,VS2,63.3,56.0,2826.0,5.6,,3.54
0.7,Premium,E,VS1,,61.0,2826.0,5.78,5.74,
,Very Good,,SI2,63.5,,2826.0,6.17,6.07,3.88
,,F,SI1,60.8,60.0,2826.0,5.97,5.94,3.62
,,F,I1,60.7,55.0,,6.41,6.37,3.88
,Very Good,D,SI1,62.3,59.0,2827.0,5.67,5.7,3.54
0.72,Good,D,,64.0,54.0,2827.0,,5.7,3.64
0.79,Premium,H,VVS2,62.6,58.0,2827.0,5.96,5.9,3.71
,Ideal,H,VVS1,,57.0,2827.0,,,3.52
0.7,Ideal,,VVS1,62.3,55.0,2827.0,,5.7,3.54
0.7,,,SI2,60.6,57.0,2828.0,,5.77,3.49
,Premium,H,SI2,61.6,61.0,,,6.31,
0.72,,F,,62.2,58.0,,,,3.56
,Good,,,63.7,54.0,2829.0,5.91,,3.75
,Ideal,E,VVS1,62.0,56.0,,5.36,5.38,3.33
0.72,,,VS1,,57.0,2829.0,5.77,5.74,
0.75,Premium,,SI2,61.9,57.0,2829.0,,5.82,3.62
0.8,Premium,,SI2,60.2,,2829.0,6.05,,
0.71,Very Good,E,,62.7,,2830.0,5.65,,3.56
0.77,Very Good,,SI1,61.7,56.0,2830.0,5.84,5.89,3.62
0.97,,F,I1,,,2830.0,6.41,,3.9
0.53,Ideal,F,VVS1,,57.0,2830.0,,5.29,3.19
0.53,,F,,61.8,57.0,2830.0,,,3.2
0.8,Ideal,,VS2,62.1,54.4,2830.0,5.94,5.99,
0.9,Premium,G,SI1,60.6,,2830.0,,6.13,3.74
0.76,Very Good,E,SI2,60.8,60.0,2831.0,,5.98,
0.72,Ideal,E,,62.3,,,5.7,5.76,3.57
0.75,,E,SI1,61.4,57.0,,,,3.59
,Premium,E,SI1,62.1,58.0,,5.73,5.76,3.57
0.79,Ideal,,SI1,,56.0,,,,3.66
0.72,,,VS2,,,2832.0,5.71,5.75,3.58
0.91,Very Good,,,62.8,,2832.0,6.15,6.18,3.87
0.71,Premium,G,VVS2,,57.0,,5.75,5.65,
,,G,SI1,63.0,60.0,2832.0,5.87,,
0.82,Ideal,H,,62.5,57.0,2832.0,,5.97,3.71
,,F,VS1,,58.0,2832.0,5.72,5.66,3.54
,Good,J,SI1,64.3,63.0,,6.05,6.01,3.88
0.8,Very Good,,,62.0,,,,,3.66
,Very Good,E,,61.0,,2833.0,5.28,5.34,3.24
,Very Good,D,VS2,,61.0,2833.0,5.77,5.8,
0.7,Ideal,D,VS2,,57.0,,,5.76,
0.61,Ideal,F,,61.7,,2833.0,,5.48,3.37
0.85,Ideal,H,,62.5,57.0,2833.0,6.02,6.07,
,Ideal,F,SI1,60.7,57.0,2833.0,,5.75,3.49
0.8,Ideal,,,62.2,56.0,2834.0,,5.87,3.67
0.8,Ideal,,VS2,,,2834.0,,5.87,3.7
,Very Good,D,VVS1,59.9,58.0,2834.0,,5.19,3.1
,,F,,61.4,57.0,,5.2,5.23,
,Ideal,I,,,55.0,2834.0,5.92,,3.67
0.9,Very Good,J,,,54.0,2834.0,6.17,6.14,3.9
0.9,,G,SI2,,59.0,2834.0,6.07,6.0,3.94
,Ideal,E,SI2,60.7,55.0,2834.0,,5.95,
0.73,Ideal,F,,61.2,56.0,,5.89,5.81,3.58
0.63,Ideal,F,VVS2,61.9,,2835.0,5.47,5.51,3.4
,Ideal,E,VS2,61.5,54.0,2835.0,,5.75,3.52
,,E,,,57.0,,5.71,5.73,3.59
0.72,Ideal,E,SI1,61.0,57.0,,5.78,5.8,3.53
,Premium,,VS2,59.6,59.0,2835.0,,5.94,
0.82,Very Good,H,,60.7,56.0,,6.04,6.06,
,Good,E,,62.8,,,5.6,,
0.7,Premium,E,,62.6,,,5.69,5.66,3.55
0.7,,,VS1,61.8,56.0,,5.74,5.69,3.53
0.71,Ideal,F,SI1,59.8,,2838.0,,5.82,
0.76,Very Good,H,SI1,60.9,55.0,,5.92,5.94,3.61
0.82,Fair,F,SI1,64.9,,,5.83,,3.77
0.72,Premium,F,VS1,58.8,60.0,2838.0,5.91,5.89,3.47
0.7,,,VS2,62.3,58.0,2838.0,5.72,5.64,3.54
0.7,Premium,F,,61.7,58.0,2838.0,5.69,5.63,3.49
0.7,Premium,,VS1,62.6,55.0,,5.73,5.64,3.56
,Premium,,,59.4,61.0,2838.0,5.83,5.79,
0.7,,E,,63.5,59.0,2838.0,,5.49,
0.7,Premium,,VS2,60.9,,2838.0,5.71,5.66,3.46
0.7,Premium,F,VS2,59.5,58.0,,5.85,,3.45
0.7,Premium,,VS1,63.0,60.0,2838.0,5.64,5.57,3.53
0.74,Very Good,,,,57.0,2839.0,,,3.52
0.71,Ideal,,VS1,61.5,57.0,2839.0,,,3.52
0.7,Ideal,,VS1,,54.0,,5.75,5.72,3.53
0.71,,F,VS1,62.1,55.0,2839.0,5.82,,3.57
0.71,Premium,,VS1,59.1,61.0,2839.0,5.84,5.81,3.44
0.71,Premium,,VS1,59.0,60.0,2839.0,5.82,,3.43
0.71,,F,VS1,60.5,,2839.0,5.75,5.72,
0.7,Ideal,F,VS1,62.4,53.0,2839.0,5.73,,3.57
0.73,Ideal,G,VS2,61.8,54.0,,5.8,5.82,
0.7,Ideal,,,62.1,,2839.0,5.69,5.72,3.54
0.7,Ideal,G,,,57.0,2839.0,5.71,5.74,3.51
,Premium,,VVS2,60.3,,2839.0,5.82,5.78,
0.71,Premium,,VS1,59.2,58.0,2839.0,,,3.46
0.79,Premium,G,VS2,,62.0,2839.0,6.09,6.01,3.59
0.71,Premium,F,VS1,,59.0,,5.7,5.62,3.55
0.77,Very Good,,,61.0,60.0,2840.0,5.9,,3.59
0.75,,,SI2,59.8,56.0,2840.0,5.85,,3.52
0.7,,F,SI1,61.0,56.0,2840.0,5.75,,3.52
,,,VS2,59.3,56.0,2840.0,5.88,5.82,3.47
0.92,Ideal,,,61.9,56.0,,6.27,,3.86
0.83,Premium,F,,61.4,,2840.0,6.08,6.04,3.72
,Premium,H,VVS1,59.2,60.0,,,5.78,3.45
0.73,Premium,F,,60.3,,,5.9,5.87,3.55
,Very Good,,VS1,63.4,55.0,2841.0,5.69,,3.58
0.73,Very Good,,,63.9,57.0,2841.0,5.66,,3.63
0.82,Ideal,F,SI2,61.7,53.0,2841.0,6.0,6.12,3.74
0.82,Ideal,F,SI2,,56.0,,5.96,,3.73
,Very Good,,SI2,59.7,57.0,2841.0,6.12,6.14,
0.52,Ideal,,,61.2,56.0,2841.0,,5.21,
1.0,,F,I1,58.9,,,,6.55,3.87
,,G,SI1,66.7,56.0,2841.0,,6.03,
0.73,Ideal,,SI1,,57.0,,,5.8,
0.73,Premium,F,VS2,59.9,59.0,2841.0,5.87,5.77,
0.73,Premium,G,,61.4,,2841.0,5.82,5.77,
0.8,Ideal,I,VS1,62.6,54.0,2842.0,5.92,5.96,3.72
0.7,Premium,F,VS2,58.7,61.0,,,5.72,3.38
0.7,Very Good,E,VS2,60.2,,,5.71,,3.45
,Very Good,E,,62.7,58.0,2843.0,5.65,5.67,3.55
0.71,Very Good,E,,,58.0,,5.76,5.82,3.44
,Very Good,F,SI2,,,2843.0,5.91,5.92,3.74
0.71,,D,SI1,,58.0,2843.0,,5.79,3.54
,Ideal,G,VVS2,61.3,,2843.0,,5.84,3.57
0.73,Very Good,F,VS1,,,2843.0,5.73,,
,,,VS2,62.0,,2843.0,5.71,5.74,3.55
,Ideal,F,SI2,62.1,57.0,2843.0,5.91,5.95,3.68
0.71,Ideal,G,VVS2,60.7,57.0,2843.0,5.81,5.78,3.52
0.73,Very Good,,,57.7,61.0,,,5.96,3.43
0.7,Very Good,E,VS1,62.0,,2844.0,5.65,5.68,
1.01,Ideal,,I1,61.5,57.0,2844.0,6.45,6.46,3.97
1.01,,I,,63.1,57.0,,,6.39,4.02
0.79,,H,VS2,,57.0,2844.0,5.91,5.93,3.7
0.7,,E,VS2,61.8,59.0,2845.0,,,3.5
0.7,Very Good,E,VS2,58.9,60.0,2845.0,5.83,5.85,3.44
0.8,Good,H,VS2,63.4,,2845.0,5.92,5.82,
1.27,,H,SI2,59.3,61.0,,7.12,7.05,4.2
0.79,Ideal,D,SI1,,56.0,2846.0,,,3.65
0.72,Very Good,F,VS1,60.2,59.0,2846.0,5.79,5.84,3.5
,,H,,61.6,56.0,2846.0,,5.84,3.58
1.01,,,SI2,,59.0,2846.0,6.3,6.26,4.11
,Good,H,I1,,61.0,,6.25,6.18,3.99
0.73,Ideal,E,,59.1,59.0,2846.0,5.92,5.95,3.51
0.7,Ideal,,SI1,61.6,57.0,2846.0,5.71,5.76,3.53
,Good,F,VS2,,61.0,2846.0,,,3.43
0.77,,E,SI1,62.9,59.0,,5.84,5.79,
0.77,Premium,,,61.3,60.0,,5.91,5.81,3.59
,Premium,G,VS1,,58.0,,5.94,5.89,3.63
0.84,Very Good,H,,61.2,57.0,,,6.12,3.74
0.72,Ideal,E,SI1,60.3,57.0,2847.0,5.83,5.85,
0.76,,D,SI1,61.1,59.0,,5.93,,3.61
0.7,Very Good,G,VVS2,,,2848.0,5.61,5.68,3.55
0.54,Ideal,D,VVS2,61.5,55.0,2848.0,5.25,5.29,3.24
0.75,Fair,,SI2,64.6,57.0,,5.74,,
0.79,Good,E,SI1,64.1,54.0,2849.0,5.86,5.84,3.75
0.74,Very Good,,VS1,,58.0,2849.0,5.75,,3.62
0.7,Very Good,E,VS2,61.0,,2850.0,,5.77,3.51
,Ideal,F,,60.8,59.0,,,5.79,3.49
0.75,,,SI1,61.5,56.0,,5.83,5.87,
1.2,Very Good,,I1,,,2850.0,6.75,,4.23
0.8,Very Good,,,63.4,57.0,,,,3.71
0.66,,D,VS1,,,,5.54,5.57,
0.87,,F,,61.0,,,6.22,6.07,
0.86,Premium,H,SI1,,59.0,,6.04,5.98,
0.74,Ideal,,SI1,61.0,57.0,2851.0,,,
0.58,Very Good,E,IF,60.6,59.0,2852.0,5.37,5.43,3.27
0.78,Ideal,,VS1,61.5,57.0,2852.0,,5.92,
,Ideal,G,,61.3,55.0,2852.0,5.85,,
0.73,Ideal,E,SI1,62.7,55.0,,5.7,,
,Very Good,I,SI1,63.5,,2852.0,,,3.87
0.71,,F,VS2,62.6,58.0,2853.0,5.67,5.7,
0.71,Good,G,VS1,63.5,55.0,2853.0,5.64,,3.59
,Ideal,,SI2,,57.0,2853.0,,5.85,3.69
0.79,Premium,D,SI2,,,2853.0,6.07,6.03,3.63
0.71,Premium,,SI1,,,2853.0,,5.66,3.57
0.82,Premium,I,,,58.0,,,,3.7
,Very Good,H,,,,2854.0,5.87,5.95,3.66
0.7,Very Good,E,VS1,62.4,56.0,,5.64,5.7,
1.12,Premium,H,I1,59.1,61.0,,6.78,6.75,4.0
,,E,VS2,62.0,,2854.0,5.86,,3.6
0.91,,J,VS2,,62.0,,6.06,6.03,3.89
0.91,,J,,65.4,60.0,,6.04,6.0,3.94
,Good,J,VS2,64.2,58.0,2854.0,6.12,6.09,
0.91,Fair,,,65.8,58.0,2854.0,,6.01,3.96
0.7,Premium,E,VS1,58.4,59.0,2854.0,5.91,5.83,3.43
0.68,,,VVS2,61.7,57.0,2854.0,5.67,,3.49
0.73,Very Good,F,VS2,62.5,57.0,,5.7,,3.58
1.03,Good,J,SI1,63.6,57.0,2855.0,,6.29,4.03
,Premium,D,VS2,62.4,57.0,2855.0,5.8,5.74,3.6
0.98,Fair,E,,53.3,67.0,2855.0,6.82,6.74,3.61
1.02,Fair,I,SI1,53.0,63.0,,6.84,6.77,
1.0,Fair,G,,,61.0,,5.96,5.9,4.02
,,,SI2,61.6,55.0,2856.0,6.49,,3.98
0.6,Ideal,F,VVS2,60.8,,2856.0,,,
0.8,Ideal,G,SI2,61.6,56.0,,5.97,6.01,3.69
0.97,Ideal,F,,,56.0,2856.0,,6.41,
1.0,Fair,I,SI1,67.9,62.0,2856.0,6.19,6.03,4.15
0.26,Ideal,E,VS1,62.3,57.0,556.0,4.05,4.08,2.53
0.26,Ideal,E,VS1,62.1,56.0,556.0,4.09,4.12,2.55
0.36,Ideal,H,SI1,,55.0,556.0,4.57,4.59,2.83
0.34,Good,,VS2,57.5,,556.0,4.6,4.66,2.66
0.34,Good,E,,63.3,57.0,556.0,4.44,4.47,
,Good,E,SI1,63.5,55.0,556.0,4.44,,2.83
0.34,Good,E,SI1,,55.0,,,4.46,
0.34,Very Good,G,VS2,59.6,62.0,,,4.56,2.71
,Ideal,,SI1,62.2,,,4.47,4.5,2.79
0.32,,E,,64.1,54.0,556.0,4.34,4.37,2.79
,,I,VVS1,61.6,55.0,557.0,4.36,4.41,2.7
,,I,VVS1,61.3,56.0,,4.36,4.38,2.68
,Ideal,,VVS1,,54.0,557.0,4.37,4.4,2.73
0.31,Ideal,I,,,,557.0,4.37,4.4,2.72
0.31,Ideal,I,VVS1,62.7,53.0,557.0,4.33,,2.72
0.31,,,VVS1,62.2,,,4.36,4.38,
,Ideal,G,,62.2,53.6,,4.32,4.35,
,Ideal,,,61.6,54.8,557.0,4.35,4.37,2.69
0.31,,H,VS1,61.8,,557.0,4.33,4.37,
0.33,Premium,G,,59.4,,557.0,4.52,4.5,
0.33,,,,62.3,58.0,557.0,,4.4,2.75
,,G,SI2,62.6,58.0,557.0,4.42,4.4,2.76
0.33,,,SI2,,56.0,557.0,4.45,4.41,
,Premium,,SI2,63.0,58.0,557.0,4.42,4.4,
0.33,Premium,J,VS1,62.8,58.0,557.0,,,2.76
,Premium,J,,61.5,,557.0,4.46,4.39,2.72
0.33,Ideal,J,VS1,62.1,,557.0,,4.41,
0.33,Ideal,I,SI1,63.0,,557.0,,4.37,
0.33,Good,I,SI1,63.6,53.0,557.0,4.43,4.4,2.81
,Premium,I,SI1,60.4,59.0,557.0,4.54,4.5,2.73
,Fair,,SI2,66.1,56.0,2856.0,6.21,,4.04
0.77,Premium,F,SI1,60.8,59.0,2856.0,5.92,5.86,3.58
,,F,SI1,61.0,58.0,2856.0,,5.9,3.61
0.7,,E,VVS2,,63.0,2857.0,5.68,5.71,3.42
0.9,Very Good,G,SI2,63.1,58.0,2857.0,,6.02,3.82
0.72,Ideal,E,SI1,62.3,57.0,,5.76,5.7,3.57
0.9,Premium,I,,61.9,,,6.2,6.14,3.82
0.72,Premium,E,SI1,62.1,58.0,,,5.73,
0.7,Ideal,,VVS2,62.1,56.0,2858.0,5.63,5.71,
0.81,,F,SI1,61.3,,2858.0,,6.05,3.7
0.81,Very Good,F,,61.7,,2858.0,,6.05,3.72
,Premium,E,VS2,,60.0,,5.76,5.69,3.49
,Premium,,,61.4,59.0,2858.0,,5.7,
,,,VS2,,60.0,,5.76,5.68,
0.71,Very Good,E,,63.5,,2858.0,5.68,5.59,3.58
,Premium,J,SI1,62.9,58.0,2858.0,6.22,6.18,
0.76,Ideal,,SI1,,,2858.0,5.88,,3.67
0.73,Ideal,D,SI1,61.5,56.0,,5.84,5.8,
,Premium,,VS2,,62.0,2858.0,,5.72,3.46
0.7,Good,E,VVS2,63.6,62.0,2858.0,,5.58,3.56
0.9,Fair,G,SI2,64.5,,2858.0,6.06,,
0.71,Fair,D,,,,2858.0,,5.84,3.34
0.7,Ideal,D,VS2,61.0,57.0,,5.76,5.74,3.51
0.7,Premium,D,VS2,62.4,56.0,,5.72,,3.55
,,F,VS1,,60.0,2859.0,,5.88,
,Ideal,,VS1,61.5,56.0,2859.0,5.74,5.78,
0.7,,D,VS2,59.6,61.0,2859.0,,5.77,3.45
0.75,Fair,F,VS1,55.8,,2859.0,,5.98,3.37
,Premium,E,SI2,,,2859.0,6.17,6.12,3.64
0.71,Very Good,,VS2,,61.0,2860.0,,5.73,3.5
,,J,SI2,63.6,,2860.0,6.07,,3.87
0.6,Ideal,,,61.9,,2860.0,5.41,5.44,
0.71,Premium,D,VS1,62.9,57.0,,5.66,5.6,3.54
,,F,VVS1,61.4,57.0,2860.0,5.23,,3.2
0.71,Premium,D,SI1,60.7,58.0,2861.0,5.95,,
0.62,Ideal,G,,61.6,56.0,,5.45,5.48,
0.62,Ideal,G,VVS2,61.6,,2861.0,5.48,,3.38
0.9,Premium,I,,63.0,,,6.09,6.01,3.81
,,F,IF,60.1,,,5.53,5.56,3.33
0.82,Premium,E,,61.7,59.0,2861.0,6.01,5.98,
0.66,Premium,,,61.0,58.0,2861.0,5.67,,
0.7,,D,SI1,62.5,55.0,2862.0,5.67,5.72,
,Very Good,,SI1,62.6,,,,5.92,
,,D,,,59.0,,,5.92,
0.79,,F,SI1,62.3,,2862.0,,5.91,3.7
,,F,VVS1,63.2,,2862.0,5.65,5.61,3.56
,Ideal,,VS2,61.1,57.0,2862.0,5.71,,3.5
0.7,Very Good,E,VS2,58.7,63.0,2862.0,,5.69,3.35
,Premium,H,VS1,60.0,,2862.0,6.07,5.99,3.64
0.7,Premium,E,VS2,59.5,59.0,2862.0,5.82,,
,Premium,,I1,60.9,57.0,2862.0,6.93,,
1.01,Fair,E,SI2,67.6,,2862.0,6.21,6.11,
0.73,Premium,,VS2,62.5,,,5.78,5.64,3.59
0.91,,I,VS2,64.3,58.0,,6.05,6.09,3.9
0.71,Ideal,,SI1,,56.0,,5.8,5.77,3.52
0.83,,G,SI1,62.3,58.0,2863.0,6.01,5.97,3.73
0.84,Premium,F,SI2,62.3,59.0,2863.0,,,
0.71,Premium,D,SI1,61.0,61.0,2863.0,5.82,5.75,3.53
0.71,Premium,D,SI1,59.7,59.0,2863.0,,5.8,
0.71,,D,,,56.0,2863.0,5.8,5.68,3.54
,Ideal,D,SI1,61.7,57.0,2863.0,,5.7,3.53
0.71,Premium,D,,61.4,58.0,,5.79,5.75,
0.71,,,SI1,60.6,58.0,,,5.77,
0.91,Premium,J,SI1,59.5,,2863.0,,6.18,3.74
0.9,,J,VS2,,62.0,,6.24,6.21,3.72
0.71,Premium,H,VVS2,61.5,62.0,,5.74,5.68,3.51
0.71,,E,SI1,,61.0,,5.84,5.8,3.44
0.72,Ideal,F,VS2,59.5,57.0,2863.0,5.91,5.86,
0.72,,E,,60.9,,2863.0,5.78,5.74,3.51
0.71,,E,VS2,61.0,,2863.0,,5.75,3.52
,,E,,,57.0,,6.07,6.04,3.65
,Very Good,I,VS2,61.6,58.0,2865.0,6.05,6.07,3.73
0.73,Premium,D,SI1,60.8,55.0,2865.0,5.87,,3.55
0.56,Very Good,D,VVS1,62.0,56.0,2866.0,,5.3,3.27
,Very Good,,VVS1,61.8,55.0,2866.0,5.27,5.31,
,Ideal,E,VS1,,55.0,2866.0,5.74,5.7,3.56
,Ideal,,,62.3,58.0,2866.0,5.66,5.7,3.54
,Premium,I,SI1,61.3,,2866.0,6.39,6.3,3.89
0.71,Very Good,H,VVS1,,57.0,2867.0,5.67,,
0.7,Ideal,D,,62.4,57.0,2867.0,,,3.52
0.71,Ideal,,VVS1,60.4,57.0,2867.0,,5.81,3.5
0.8,Premium,H,,61.2,53.0,2867.0,6.05,5.98,3.68
0.95,Premium,F,,58.4,57.0,2867.0,,6.41,3.77
0.82,Ideal,F,SI2,62.3,56.0,2867.0,5.99,5.95,3.72
0.52,Ideal,F,VVS1,61.2,56.0,2867.0,5.21,,
0.82,Ideal,F,SI2,61.7,53.0,2867.0,6.12,,3.74
,Ideal,F,SI2,62.3,56.0,,6.02,5.96,
0.82,Premium,F,SI2,59.7,57.0,2867.0,6.14,6.12,
0.8,Ideal,G,,61.3,57.0,2867.0,,5.91,3.64
0.96,,F,SI2,,61.0,2867.0,6.07,5.88,4.1
0.72,Ideal,I,VS1,62.4,55.0,,5.72,5.75,3.58
0.62,,,,60.5,57.0,2868.0,5.52,5.56,3.35
0.79,Premium,E,,61.0,58.0,,,,3.62
,,E,SI1,63.1,56.0,,5.78,,3.62
1.08,Premium,,I1,61.9,60.0,2869.0,6.55,6.48,4.03
0.72,,E,SI1,60.8,55.0,2869.0,5.77,5.84,3.53
0.62,Ideal,,IF,61.8,,2869.0,5.43,5.47,
0.73,,,VVS2,61.3,57.0,,5.84,,3.57
,Ideal,H,VVS2,60.9,57.0,2869.0,5.79,5.77,3.52
0.52,Premium,,VVS2,61.8,,2870.0,5.16,5.13,3.18
,,,SI2,62.2,,,6.0,6.05,
0.64,Premium,E,,62.1,58.0,2870.0,5.56,5.51,
,Ideal,,,62.5,,2870.0,5.94,,
0.74,Ideal,H,SI1,,56.0,2870.0,5.77,,3.6
0.72,Ideal,F,,61.5,56.0,2870.0,5.72,5.79,3.54
0.82,Ideal,H,,59.5,,2870.0,,6.09,3.63
,Premium,E,VS1,61.3,59.0,2870.0,,5.78,3.55
1.04,Premium,I,I1,61.6,61.0,,6.47,6.45,3.98
0.73,Very Good,,SI1,,,2871.0,5.76,5.83,
0.73,,E,SI1,63.6,,2871.0,5.7,5.72,3.63
,Premium,J,,62.8,,2871.0,6.13,,3.82
0.75,,I,,61.8,55.0,,,5.85,3.61
0.79,Ideal,,SI1,,55.0,,5.91,5.95,3.71
,Good,D,SI1,62.5,56.7,2872.0,5.59,5.62,3.51
0.75,Very Good,D,SI1,60.7,55.0,2872.0,5.87,5.92,3.58
1.02,,,I1,61.7,56.0,2872.0,,6.49,3.99
0.7,Very Good,G,SI2,59.0,62.0,2872.0,5.79,,3.42
,Ideal,D,SI1,61.8,,2872.0,5.63,5.73,3.51
0.7,,E,SI1,61.4,64.0,,5.66,5.71,3.49
0.7,,D,SI1,61.4,54.0,2872.0,5.71,5.75,3.52
,Ideal,,SI1,,56.0,2872.0,5.72,5.75,3.48
,Very Good,D,SI1,60.2,60.0,2872.0,,5.82,3.48
,Very Good,E,VS2,,57.0,,,,
0.74,Ideal,E,SI1,,58.0,,5.74,5.78,3.59
0.84,,G,SI1,65.1,,2872.0,,,3.86
0.76,Very Good,F,VS2,62.0,,2873.0,5.8,5.86,3.62
0.77,Very Good,E,SI1,63.2,,2873.0,5.8,5.84,
0.76,Ideal,,,62.8,56.0,2873.0,5.78,5.82,
,Ideal,I,SI2,61.7,,2873.0,6.45,6.41,3.97
